beınsport-beın sport
seaways-sea ways
şafakpavey-şafak pavey
chpadayı-chp adayı
aspor-a spor
bileolmadan-bile olmadan
damlasuyu-damla suyu
kaçkare-kaç kare
iyilikkötülük-iyilik kötülük
kieğer-ki eğer
önegeçti-öne geçti
sayınyaşar-sayın yaşar
gokarta-go karta
dahasert-daha sert
ışidiçin-ışid için
ararejim-ara rejim
takipedilen-takip edilen
ermenistanmı-ermenistan mı
internetkafeye-internet kafeye
şandersi-şan dersi
louile-lou ile
ikive-iki ve
nedenvar-neden var
wargames-war games
kurtise-kurt ise
hapıyuttuk-hapı yuttuk
petrolgazı-petrol gazı
uygulamışve-uygulamış ve
—eğer-— eğer
tavşanburnu-tavşan burnu
suriyeile-suriye ile
machinehead-machine head
sabihahanım-sabiha hanım
numaragibi-numara gibi
pardonhangi-pardon hangi
yadetmemize-yad etmemize
hasbe-has be
çabasıbu-çabası bu
kızardedim-kızar dedim
sarıselim-sarı selim
müzikyok-müzik yok
ortasahaya-orta sahaya
muradiyespor-muradiye spor
turçok-tur çok
altbölge-alt bölge
sitcom-sit com
bitbit-bit bit
yuile-yu ile
ahmetbeyin-ahmet beyin
aslakendi-asla kendi
genelmüdürlüğe-genel müdürlüğe
bakanıertuğrul-bakanı ertuğrul
haböyle-ha böyle
uygunadım-uygun adım
arapşükrü-arap şükrü
hoşkokulu-hoş kokulu
bunlarson-bunlar son
saitali-sait ali
gocard-go card
adamsenin-adam senin
tandırevinin-tandır evinin
kendigibi-kendi gibi
soyisimden-soy isimden
amayinede-ama yinede
eğitimveriyor-eğitim veriyor
sitemedin-sitem edin
kaçadüşüyor-kaça düşüyor
durumlariçin-durumlar için
senseile-sense ile
kaçtığıan-kaçtığı an
britanyaimparatorluğunun-britanya imparatorluğunun
oybirliğiile-oybirliği ile
bakyaa-bak yaa
omeşhur-o meşhur
şehiterin-şehit erin
katılmışbulunuyorum-katılmış bulunuyorum
sarısiyah-sarı siyah
zorbi-zor bi
çaybahçesini-çay bahçesini
olduğunuzşeyi-olduğunuz şeyi
yoğunolarak-yoğun olarak
yarasakız-yarasa kız
biyerlere-bi yerlere
yanlışmı-yanlış mı
boşyerler-boş yerler
göğüsyumuşatıcı-göğüs yumuşatıcı
çkgzl-çk gzl
jbird-j bird
geceleriçalışıyor-geceleri çalışıyor
dostmu-dost mu
semihcan-semih can
yıkımyapılacak-yıkım yapılacak
cartcart-cart cart
bindeon-binde on
kayıpinsan-kayıp insan
kennymi-kenny mi
tahtabacaklı-tahta bacaklı
kumpirbox-kumpir box
kocakıçlı-koca kıçlı
birazdaha-biraz daha
haltedeceksin-halt edeceksin
kabukkafa-kabuk kafa
adilışık-adil ışık
kentimistanbul-kentim istanbul
karskapı-kars kapı
buişe-bu işe
sahibivar-sahibi var
dahasık-daha sık
harikaama-harika ama
toplutaşımacılığın-toplu taşımacılığın
şeyisöylüyoruz-şeyi söylüyoruz
hatunkişiler-hatun kişiler
kitüm-ki tüm
yarınbir-yarın bir
üstünebaşına-üstüne başına
tükendimi-tükendi mi
loveboat-love boat
andnow-and now
havamdadeğilim-havamda değilim
atasporudur-ata sporudur
yazaruğur-yazar uğur
enflasyonfarkı-enflasyon farkı
kalbimbaşka-kalbim başka
zehranur-zehra nur
dansıdiye-dansı diye
firmaadı-firma adı
kurtarabilmekiçin-kurtarabilmek için
egoşu-ego şu
oradakaldı-orada kaldı
nisanmayıs-nisan mayıs
geldiyor-gel diyor
kararverici-karar verici
birgelişme-bir gelişme
faztopları-faz topları
yeyeni-ye yeni
buradabüyük-burada büyük
saçmaötesi-saçma ötesi
ondört-on dört
yaayaa-yaa yaa
ayşeabla-ayşe abla
matrixvari-matrix vari
gibibir-gibi bir
altorta-alt orta
hertarafta-her tarafta
birdünya-bir dünya
nickaltım-nick altım
amabeni-ama beni
mutlusona-mutlu sona
ortamıartık-ortamı artık
açıklamabu-açıklama bu
kıbrıslıtürklerin-kıbrıslı türklerin
bulbunu-bul bunu
takmaad-takma ad
dannyoğlum-danny oğlum
sevimlibir-sevimli bir
televizyonyayınlarını-televizyon yayınlarını
flndedim-fln dedim
çokrahatsız-çok rahatsız
gdaha-g daha
lawrencemı-lawrence mı
yeryüzüsofrasında-yeryüzü sofrasında
önceve-önce ve
bahamen-baha men
gidençocuk-giden çocuk
oobaya-oo baya
bekirbozdağ-bekir bozdağ
notfound-not found
biönceki-bi önceki
çekicibuluyorum-çekici buluyorum
besiyeri-besi yeri
hintdomuzu-hint domuzu
alınacağınadair-alınacağına dair
yaraltı-yar altı
istiyorumsize-istiyorum size
üstmodeli-üst modeli
buradabize-burada bize
healthe-heal the
şeyleryapmayı-şeyler yapmayı
kurtmu-kurt mu
şovkızı-şov kızı
yolcuotobüsü-yolcu otobüsü
düşünüyormusunuz-düşünüyor musunuz
atbakalım-at bakalım
—kırıkkale-— kırıkkale
kuyudibine-kuyu dibine
büyükhasar-büyük hasar
laurentise-laurent ise
onubunu-onu bunu
peribacalarının-peri bacalarının
böyledaha-böyle daha
etibol-eti bol
geçkaldın-geç kaldın
beyingücünü-beyin gücünü
bindefa-bin defa
mitingidüzenledi-mitingi düzenledi
okanakın-okan akın
marşıçalan-marşı çalan
elinoğluna-elin oğluna
yarıalana-yarı alana
maruzkalan-maruz kalan
kihiçbir-ki hiçbir
şişgöbek-şiş göbek
kurucubabalar-kurucu babalar
gençfenerbahçeliler-genç fenerbahçeliler
habersitesinin-haber sitesinin
çamaşırsuyundan-çamaşır suyundan
sorduklarındaevet-sorduklarında evet
fakatsenin-fakat senin
annebabayı-anne babayı
ssseni-ss seni
kapıtokmağı-kapı tokmağı
içingelen-için gelen
handiye-han diye
kdiye-k diye
takımarkadaşlarıma-takım arkadaşlarıma
psnetwork-ps network
martymi-marty mi
kayakevi-kayak evi
hembiz-hem biz
değilimçünkü-değilim çünkü
hazirangünü-haziran günü
içpazarı-iç pazarı
içindedeğil-içinde değil
davutgüloğlu-davut güloğlu
mavar-ma var
elilanı-el ilanı
gitdiye-git diye
fikrinideğiştirirsin-fikrini değiştirirsin
gemisöküm-gemi söküm
yoonju-yoon ju
yarıbeline-yarı beline
herşeyiile-herşeyi ile
özüsağlam-özü sağlam
dikenadam-diken adam
göredeğişiyor-göre değişiyor
dahakötü-daha kötü
bölümbaşı-bölüm başı
bireyolarak-birey olarak
ortadaykentürkiye-ortadayken türkiye
sırfbirileri-sırf birileri
yakula-yak ula
sayınmurat-sayın murat
yükselecekmi-yükselecek mi
gelseneler-gelse neler
ellibinden-elli binden
sıcaksoğuk-sıcak soğuk
koydumu-koydu mu
alttaraf-alt taraf
tahliliçin-tahlil için
otogaleride-oto galeride
vakfıyetkilileri-vakfı yetkilileri
bunlarıngerçek-bunların gerçek
yüzifadeleri-yüz ifadeleri
—yozgat-— yozgat
dabunu-da bunu
castlemı-castle mı
neyapsın-ne yapsın
kitlemedyasının-kitle medyasının
kullanmalarıgerektiği-kullanmaları gerektiği
kuzeyosetya-kuzey osetya
yapıyoruzdedi-yapıyoruz dedi
yarıntoprağa-yarın toprağa
böylegüzel-böyle güzel
çiçeğiburnunda-çiçeği burnunda
çobankızı-çoban kızı
amkçocuğu-amk çocuğu
newline-new line
davedave-dave dave
türküevi-türkü evi
obölgeye-o bölgeye
warwar-war war
yakınyerlerde-yakın yerlerde
karşılıkolarak-karşılık olarak
altyüklenici-alt yüklenici
ötekikadın-öteki kadın
gelyanıma-gel yanıma
hayrettinkaraman-hayrettin karaman
hmmtmm-hmm tmm
ağızağıza-ağız ağıza
asılşimdi-asıl şimdi
linkdeki-linkde ki
bellidegil-belli degil
dilbir-dil bir
cüneytçakırın-cüneyt çakırın
sağlıksektöründe-sağlık sektöründe
eksiketme-eksik etme
mavibeyazlı-mavi beyazlı
benilk-ben ilk
steamguardı-steam guardı
zihinselengellilik-zihinsel engellilik
almanyagibi-almanya gibi
latimes-la times
abdulal-abdul al
senilk-sen ilk
ergenliköncesi-ergenlik öncesi
sallymi-sally mi
umudediyoruz-umud ediyoruz
veyeni-ve yeni
bidahaki-bidaha ki
kmhıza-km hıza
değiltabii-değil tabii
liser-li ser
vardiye-var diye
seslenenkitap-seslenen kitap
liset-li set
merkeziırak-merkezi ırak
mışmıdır-mış mıdır
içpazara-iç pazara
olupbittiğine-olup bittiğine
dmkredi-dm kredi
turkkızı-turk kızı
—ordu-— ordu
keklikgibi-keklik gibi
nerdesinki-nerdesin ki
ahmetdemir-ahmet demir
araçgereçleri-araç gereçleri
köyündeson-köyünde son
taraftutmak-taraf tutmak
tekniköğretim-teknik öğretim
motorsporu-motor sporu
düğünmasraflarını-düğün masraflarını
grimavi-gri mavi
dışborcunun-dış borcunun
buradangelmektedir-buradan gelmektedir
takipettiği-takip ettiği
dedibende-dedi bende
meclisdışı-meclis dışı
keşfettive-keşfetti ve
upvar-up var
hertarafında-her tarafında
veuzun-ve uzun
şeftalikayısı-şeftali kayısı
aswell-as well
peset-pes et
sestonuna-ses tonuna
bazıtürk-bazı türk
tabıkı-tabı kı
velipaşa-veli paşa
sırve-sır ve
deiçinde-de içinde
ertesigüne-ertesi güne
muratreis-murat reis
seviyesizadam-seviyesiz adam
mcdonnell-mc donnell
darıcaspor-darıca spor
düşündümama-düşündüm ama
societybaşkanı-society başkanı
takipaltında-takip altında
aldımbende-aldım bende
ruheşi-ruh eşi
seningibi-senin gibi
ittifakdevletleri-ittifak devletleri
yazayı-yaz ayı
atletiçin-atlet için
genelkurulunda-genel kurulunda
sonrabu-sonra bu
bukişilerin-bu kişilerin
artıkama-artık ama
hislerile-hisler ile
hisardağı-hisar dağı
memurlarnetten-memurlar netten
kuzeyıraka-kuzey ıraka
olanarkadaşlar-olan arkadaşlar
aşağıdoğru-aşağı doğru
gamemaster-game master
gerçekleryüzünden-gerçekler yüzünden
banageri-bana geri
bengidönüş-bengi dönüş
etamam-e tamam
kaymakbirası-kaymak birası
güneşyağı-güneş yağı
sarıkartı-sarı kartı
sarıgülmü-sarıgül mü
—kocaeli-— kocaeli
izinvermezler-izin vermezler
üzereyola-üzere yola
windowsmu-windows mu
denizkabuğu-deniz kabuğu
seniseviyoruz-seni seviyoruz
kilovermenizi-kilo vermenizi
maxmara-max mara
kentplaza-kent plaza
olduğukadar-olduğu kadar
kazandiye-kazan diye
toplutecavüze-toplu tecavüze
kendikendilerine-kendi kendilerine
vücutdeğil-vücut değil
bitane-bi tane
yaradımı-yaradı mı
postdoktora-post doktora
lerdemi-lerde mi
kimiyi-kim iyi
geliçeri-gel içeri
sabitdiskte-sabit diskte
doğumhaftası-doğum haftası
yazdımı-yazdı mı
saçıbaşı-saçı başı
edergibi-eder gibi
oakşam-o akşam
kesilmişmi-kesilmiş mi
kanlekeleri-kan lekeleri
eşekkafalı-eşek kafalı
ölmüşmüdür-ölmüş müdür
sorunçıkmadı-sorun çıkmadı
sanabana-sana bana
endişeverici-endişe verici
lowdown-low down
tbmmüyelerinin-tbmm üyelerinin
çokgüzeldi-çok güzeldi
hiçbirsöz-hiçbir söz
yavruvatanın-yavru vatanın
yunusbalıklarının-yunus balıklarının
onikiadaların-oniki adaların
onbiri-on biri
vebazı-ve bazı
yapartık-yap artık
kanataltı-kanat altı
nason-na son
hiçrahatsız-hiç rahatsız
deneyiminedavet-deneyimine davet
kalpgözü-kalp gözü
çözümiçin-çözüm için
gözzevki-göz zevki
trenyoluyla-tren yoluyla
kirazlıyalı-kirazlı yalı
yarımağız-yarım ağız
ocsiz-oc siz
gazdevi-gaz devi
siktirettim-siktir ettim
görünüyorki-görünüyor ki
veçocuk-ve çocuk
yaparkenbizim-yaparken bizim
önyeterlik-ön yeterlik
shive-shi ve
bumudur-bumu dur
ediyomusun-ediyo musun
aşkımdemek-aşkım demek
anlamıher-anlamı her
hillmi-hill mi
doğruşekilde-doğru şekilde
rojaktüel-roj aktüel
büyükannebüyükbaba-büyükanne büyükbaba
köyhayatı-köy hayatı
hdsmart-hd smart
kırtavşanı-kır tavşanı
azerbülbül-azer bülbül
davranışbozukluklarının-davranış bozukluklarının
kadıniçin-kadın için
dahagenç-daha genç
baltagirmemiş-balta girmemiş
suçuolarak-suçu olarak
hoşgeldindemek-hoşgeldin demek
inanırmı-inanır mı
kilometrelercekarelik-kilometrelerce karelik
pkksempatizanı-pkk sempatizanı
andco-and co
halyolu-hal yolu
yardımcısıile-yardımcısı ile
ahmetsever-ahmet sever
büyükolan-büyük olan
yolbilgisayarı-yol bilgisayarı
restoranbar-restoran bar
downtempo-down tempo
gundiye-gun diye
satırarasını-satır arasını
nazaret-nazar et
olaraktürkiye-olarak türkiye
pcmin-pc min
mevzubahsi-mevzu bahsi
çavuşoğlumahallesi-çavuşoğlu mahallesi
gönderise-gönder ise
üsdüzey-üs düzey
hamilegibi-hamile gibi
topraklardabile-topraklarda bile
silverlight-silver light
hastaneyekaldırıldı-hastaneye kaldırıldı
bişey-bi şey
amabi-ama bi
spiegeldergisinden-spiegel dergisinden
inekboku-inek boku
pekuzun-pek uzun
böyleşey-böyle şey
onbine-on bine
nilpark-nil park
joeblack-joe black
yazıksana-yazık sana
mutlutürk-mutlu türk
okumaözürlü-okuma özürlü
arkayüz-arka yüz
çubukkraker-çubuk kraker
arasspor-aras spor
defansuzaklaştırdı-defans uzaklaştırdı
itekrar-i tekrar
modaseverlerle-moda severlerle
sabitdiskin-sabit diskin
celalbirsen-celal birsen
aihmsine-aihm sine
berkiçin-berk için
kapıaçılacak-kapı açılacak
çıkarmaişlemi-çıkarma işlemi
pesmi-pes mi
solotest-solo test
dikmenderesi-dikmen deresi
cezaiçin-ceza için
bakmesela-bak mesela
olduğunudüşünürsek-olduğunu düşünürsek
küçükburjuva-küçük burjuva
dönüpseni-dönüp seni
herkesmutlu-herkes mutlu
anabir-ana bir
bilmiyorumçok-bilmiyorum çok
canalplus-canal plus
fransızmı-fransız mı
paşafabrikası-paşa fabrikası
yançizdi-yan çizdi
amahiç-ama hiç
beleştepe-beleş tepe
hemşirelikmeslek-hemşirelik meslek
amerikayımı-amerikayı mı
katmadeğerlerini-katma değerlerini
olmalıdiye-olmalı diye
alacağımısöylediler-alacağımı söylediler
yediçocuklu-yedi çocuklu
kiöyle-ki öyle
kaynaklananhatalar-kaynaklanan hatalar
nurayyıldız-nuray yıldız
youngshin-young shin
nanorobotları-nano robotları
kalearkasi-kale arkasi
sesver-ses ver
sanaşimdi-sana şimdi
türkiyeninbir-türkiyenin bir
neyapacağım-ne yapacağım
muhakkakki-muhakkak ki
gözgöz-göz göz
duvaryazılarına-duvar yazılarına
şeylerolsun-şeyler olsun
saygıduyan-saygı duyan
kişilerolacak-kişiler olacak
götübüyük-götü büyük
goretex-gore tex
tıkileri-tık ileri
kırmızıkedi-kırmızı kedi
misinbeni-misin beni
ikidebir-ikide bir
özürdilemekle-özür dilemekle
güneşlibahçe-güneşli bahçe
neyapacağız-ne yapacağız
yalansöylemiyor-yalan söylemiyor
dosoyunları-dos oyunları
sportpack-sport pack
tuzgölünde-tuz gölünde
öçalmaz-öç almaz
değilmidir-değil midir
enişlek-en işlek
maceralarıisimli-maceraları isimli
buson-bu son
krizegirdim-krize girdim
tekgeçerim-tek geçerim
bebekağlaması-bebek ağlaması
hayatvar-hayat var
gerikabul-geri kabul
canlıtutan-canlı tutan
eözel-e özel
kazanmakiçin-kazanmak için
lecola-le cola
ağırcezada-ağır cezada
internetemi-internete mi
mişki-miş ki
ekotasarım-eko tasarım
iyideğildir-iyi değildir
tamamsen-tamam sen
amfitiyatrosuyla-amfi tiyatrosuyla
atyarışına-at yarışına
çöktüdiye-çöktü diye
elbombalarının-el bombalarının
söylemeçünkü-söyleme çünkü
yaşadığınısöyledi-yaşadığını söyledi
yolayrımı-yol ayrımı
nasve-nas ve
chloeile-chloe ile
yaptığımiçin-yaptığım için
çerkeslaz-çerkes laz
modaseverlerin-moda severlerin
toplukonutların-toplu konutların
programdışı-program dışı
insanlıkölmüş-insanlık ölmüş
faydasıyok-faydası yok
ınadı-ın adı
köprüüstündeki-köprü üstündeki
kendimebunu-kendime bunu
şeytankadın-şeytan kadın
procıtyile-procıty ile
iyileşecekdiye-iyileşecek diye
camtavanlı-cam tavanlı
kişideğil-kişi değil
yolalmaya-yol almaya
çektiğinisöyledi-çektiğini söyledi
redettim-red ettim
yaptığıgerekçesiyle-yaptığı gerekçesiyle
haklısıngerçekten-haklısın gerçekten
kolve-kol ve
uuserdır-uuser dır
pasiçin-pas için
antiproton-anti proton
maviyıldız-mavi yıldız
pekitamam-peki tamam
elvanbey-elvan bey
ölçüdışı-ölçü dışı
atatürkilke-atatürk ilke
davidile-david ile
himmetdede-himmet dede
seslimesajı-sesli mesajı
gerektiğibelirtilerek-gerektiği belirtilerek
şükrübeyin-şükrü beyin
turattı-tur attı
gayrıahlâki-gayrı ahlâki
amayeni-ama yeni
ahmetdeniz-ahmet deniz
soğukçermik-soğuk çermik
edepdışı-edep dışı
danbi-dan bi
küçükemrah-küçük emrah
gezeriken-gezer iken
öldürdüğünüsöyledin-öldürdüğünü söyledin
mübarekramazanda-mübarek ramazanda
işçilerimizinkredi-işçilerimizin kredi
dominguezve-dominguez ve
metinlerarasından-metinler arasından
gitbe-git be
özerbir-özer bir
yapıyomu-yapıyo mu
dosung-do sung
yenidendoğuş-yeniden doğuş
öncamdan-ön camdan
kaçoldu-kaç oldu
tekkadın-tek kadın
benhep-ben hep
istediğinizkadar-istediğiniz kadar
havabasıncı-hava basıncı
kgvar-kg var
whitefest-white fest
dizçökün-diz çökün
altıncıyüzyıl-altıncı yüzyıl
özgürkız-özgür kız
çokhassas-çok hassas
kalınses-kalın ses
başkanlığıbasın-başkanlığı basın
arakat-ara kat
kardanadamdan-kardan adamdan
toplamdeğeri-toplam değeri
altseviye-alt seviye
yebeni-ye beni
imzaatan-imza atan
hakaretsayılır-hakaret sayılır
greymi-grey mi
ingilterebaşbakanı-ingiltere başbakanı
godon-god on
benbiliyorum-ben biliyorum
sırbu-sır bu
boyutlarıile-boyutları ile
alıpveremediğin-alıp veremediğin
alıpveremediğim-alıp veremediğim
amahep-ama hep
ıleaux-ıle aux
amahiçbir-ama hiçbir
ışılalben-ışıl alben
yanieğer-yani eğer
smarttouch-smart touch
appleıd-apple ıd
seninbüyük-senin büyük
daldaşşak-dal daşşak
bilmemfakat-bilmem fakat
bakalımbi-bakalım bi
beklebi-bekle bi
estimi-esti mi
longlong-long long
psplerde-psp lerde
etobitmiş-eto bitmiş
buthe-but he
pekçoğunu-pek çoğunu
yemeiçmeden-yeme içmeden
tekkale-tek kale
portorico-porto rico
basketdergisinde-basket dergisinde
joedon-joe don
soonmu-soon mu
efkartepe-efkar tepe
kadarherhangi-kadar herhangi
nanoçipi-nano çipi
bumillet-bu millet
ecoplus-eco plus
postendüstriyel-post endüstriyel
annebabam-anne babam
kaskas-kas kas
şamve-şam ve
makyajmı-makyaj mı
bahçeiçi-bahçe içi
yanındayımdiyen-yanındayım diyen
ikiyeni-iki yeni
tuzdeğil-tuz değil
artıkbuna-artık buna
bukonuya-bu konuya
oluyorve-oluyor ve
işgeliştirme-iş geliştirme
sevgililergününün-sevgililer gününün
googletalk-google talk
kopukuçurtma-kopuk uçurtma
zanediyorlar-zan ediyorlar
durumdaolduğumuzu-durumda olduğumuzu
yarbu-yar bu
nayoon-na yoon
titizliklehazırlanmış-titizlikle hazırlanmış
dokunbana-dokun bana
samsunggalaxy-samsung galaxy
manyakorospu-manyak orospu
süperfilm-süper film
kaskal-kask al
bağıracan-bağıra can
elarabi-el arabi
yönetimlerarası-yönetimler arası
haklarıaktivistleri-hakları aktivistleri
biişe-bi işe
philmi-phil mi
yaroy-yar oy
bakılmazşahsın-bakılmaz şahsın
atamtürk-atam türk
tümaile-tüm aile
yokdiyor-yok diyor
oradabir-orada bir
thrilleralbümü-thriller albümü
basketdergisinin-basket dergisinin
uçuşbir-uçuş bir
reklamyüzü-reklam yüzü
geçirmişoldum-geçirmiş oldum
ekstrasıcak-ekstra sıcak
güçlüordu-güçlü ordu
muhtemelensenin-muhtemelen senin
seksenbirinci-seksen birinci
olarakgerçekleşti-olarak gerçekleşti
bekliyoruzdedi-bekliyoruz dedi
diğeriki-diğer iki
nuraysayarı-nuray sayarı
kadındediğin-kadın dediğin
rezaletmi-rezalet mi
kadarkısa-kadar kısa
onyedinci-on yedinci
amcamoğlu-amcam oğlu
yokdemek-yok demek
lisedefteri-lise defteri
hayriyenur-hayriye nur
kullananlaryüzde-kullananlar yüzde
janeanne-jane anne
aaacanım-aaa canım
dpblığına-dpb lığına
ajanspress-ajans press
heveskuşu-heves kuşu
mecburdeğilsin-mecbur değilsin
ruholarak-ruh olarak
tayineden-tayin eden
işçive-işçi ve
firepower-fire power
sanıcaboru-sanıca boru
survivormı-survivor mı
kürttürk-kürt türk
testiolacak-testi olacak
arkadaşımbenim-arkadaşım benim
beento-been to
teypmi-teyp mi
ayolan-ay olan
sonverildi-son verildi
hargün-har gün
otoexpert-oto expert
ortakdil-ortak dil
günsonunda-gün sonunda
berigelen-beri gelen
mikrodeprem-mikro deprem
içintek-için tek
taşakoğlanına-taşak oğlanına
